"ID","sex","origin","2011_04","2011_05","2011_08","2011_09","2011_11","2012_02","2012_05","2013_01","2013_07","2014_06","2015_03","2016_03","2016_08","2017_03","2017_08","2018_02","2018_08","2019_09","2021_02","2021_06"
"2018_103","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2018_104","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2018_105","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2018_106","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2018_107","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2018_108","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2018_109","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2018_110","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2018_111","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2018_113","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2018_114","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2018_115","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2018_116","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2018_117","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2018_118","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2018_119","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2018_120","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2018_121","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2018_122","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2018_123","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2018_124","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2018_125","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"2018_126","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2019_015","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_010","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_009","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_012","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2019_013","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_014","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2019_011","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_008","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_001","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_007","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_005","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_004","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_003","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_002","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_018","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_019","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_020","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_021","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_023","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_016","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_028","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_027","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_026","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_025","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_022","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_024","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_030","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_034","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_033","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_032","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2019_031","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2021_001","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_003","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_004","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_008","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_009","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_011","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_013","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_014","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_015","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_016","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_019","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_020","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_021","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_030","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2021_022","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_023","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_024","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2019_029","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_026","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_028","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_029","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_031","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_033","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2021_034","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_035","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_038","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_039","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_049","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_042","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_043","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_044","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_045","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_046","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_047","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_048","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_050","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_051","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_052","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2021_054","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_055","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_056","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_057","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2021_058","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_059","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_060","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_061","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_062","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2021_063","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_064","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_065","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_066","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_068","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_069","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_070","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_071","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2018_096","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_073","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_074","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_075","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_076","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_077","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_078","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_079","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_080","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_081","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_082","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_083","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_084","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_085","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2021_086","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_087","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_089","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_090","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_091","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_092","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_093","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_094","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_095","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_096","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_097","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_098","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_099","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_100","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_101","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_102","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_103","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_104","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_105","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_106","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_107","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_108","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_109","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_110","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_111","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_112","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_114","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_113","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_116","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_117","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_118","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_119","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_120","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_121","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_122","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_124","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_125","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_126","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_127","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_128","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_129","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_130","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_131","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_132","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_133","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_134","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_135","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_136","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_137","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_138","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_139","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_140","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_141","male","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_143","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_144","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_145","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021_146","female","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
